,title_ori,body_ori,publication_date,year,company,title_count,body_count
149,한국의주권령토침해하는 여하한결정도거부한다,한국의주권영토침해하는여하한결정도거부한다참전각국원수에멧세 지전달 참전각국원수각하 국제연합사협총장각하 국제연합군총사령관각하대한민국국민은 오늘정전반대국토통일국민총궐기대회를개최하고 각하에게메시지를올리는영광을가젓습니다 작년륙월이십오일한국에서벌어진침략은일년이지난 오늘까지계속되여 역사가잇는후 처음되는대참화를한국과한국민이입고잇습니다 평화를애호하는 우리가어찌전쟁을원릿가은 우리는공산침략자를물리처야하고 국토를통일하여 한국의영원한안전을보장하기위해서 전국민이생명과모든것을바처서 혈투하고잇는것입니다이목적이달성되기까지는최후의일인 최후의일각까지싸우고 또싸울것입니다그런데 뜻하지아니한 정전설이류포되어잇서 정의의사도인 국제연합장병의사기를저상식고 한국인으로하여금 실망락첨케하는세기적인 일대불행사라아니할수업습니다 우리는전세계민주우방에향하여삼천만민족의 이름으로써절규합니다중공군은압록강두만강이북으로철퇴하라고 북한괴뢰군은직시무장을 해제하라고엄숙구합니다그리고공산주의자를도읍정신적 물질적일절 원조는 그어느나라를물론하고국제연합의책임하에방지제재되어야합니다또한국문제를결정할때에는 반드시한국대표가 참석해야합니다 우리대표가참석치한 어떠한결정도우리는그것을바더드리ㄹ수는업는것입니다 우리는한국의주권과영토를침해하는어떠한결정이성립된다면우리는이에관계할바아니오당연히 거부할권리가엄존함을전세계에선언하는바입니다,1951-07-02,1951,동아일보,1,2
150,국민은무엇을원하는가,국민은무엇을원하는가우리는필설에절한말증유의고난가운데서도통일된조국의푸ㅁ안에서자유스러운인간생활을향유할수잇는그날에대한희망을가지고 과감한투쟁을해온것은사실이다 그런데갈망하던조국의통일이정전으로말미아마미지의미래로천연되자절망에가까운아우성을올린것도솔직한국민의심정임에틀림업다 그러나우리자신의힘으로통일을성취할수업는바에야그리고민주제우방은물론공산진영까지도대전으로확대되는것을원치안코정전하자고하는바에야 우리의소원만을고집할도리도업다우리는우리의소원을고집하여고립무원의 상태에빠지는것보다는 민주제우방과의긴밀한제휴를더욱노피 평가하는바이며정전을아ㅂ두고 그동안우리와더부러인류의정의와자유를수호하기위하여바처온민주제우방의물심량면의막대한희생에대하여 치하와감사를드리고자한다 그리고우리한국민은겸허한태도와인내심을가지고 자조정신을발휘할줄아는국민이되도록노력하여 더욱굿세ㄴ투지를가지고 공산주의와대결할것을여기에엄숙히선언하고자한다 우리가기원한남북통일이란어떠한종류의남북통일인가그것은공산독재주의적인통일도아니요 봉건적전제주의적인통일도아니다우리가원하는 남북통일이란 우리가향유하는민주주의적자유를 이북에까지연장하여노예적인속박상태에잇는 북한동포를구출하자는 민주통일을의미하는것이다 우리가원하는이러한 민주통일을이루ㄱ할수업다면그통일을 이루ㄱ할수잇는날까지불절히노력하고싸우는것은또한우리의임무가아니면안될것이다대공무력투쟁은정전상태에들어간다하더라도대공정치투쟁이꿋난것은아니다아니이투쟁은금후더욱치열해질것이다 그러나우리가확고한 민주주의적원칙우에입각하여 성과정을가지고 대공투쟁을전개한다면 우리는반드시이투쟁에서승리할것이다우리는더욱공고한투지와불퇴전의 용기와더우ㄱ긴장한 용의를가지고자유한국을수호하고 발전시켜야만하겠다우리는대한민국헌법의규정에의하여 주권은국민에게 잇슴을 또한번엄숙히선언한다 모든공무원은 관권만능과가튼봉건적생각과 전시적타성을버리고 인권을존중하고 산업과문화의재건을위한 국민의경제적사회적 문화적 제반활동에친절한 윤활유적역할을하는데 공평무사하기를바란다 정야는 현실우에입각하여야하고 그현실을개선향상시키는것이목적이매 현실의모든동태를 국민이알고 비판할수잇게하기위하여보도의자유와비판의자유를확보하여야하겠다 주권자인국민은정부의정책을비판하고반대할수잇다정부정책에반대한다고이단자시하는것과가튼전제주의적인태도는 민주국가에서는잇슬수업는것이다 트루만정책과맥아더정책의대립과논쟁은미국민주주의의 위대성을우리에게실증하는것이다주권자의국민은 모든것을알고비판할권리가잇고이러한여론우에 정책의개선과 전진이약속되는것이민주정치이기때문이다치열한 대공정치투쟁을아ㅂ두고 정부는관기를확립하여 인권을옹호하고산업과문화재건에전력을다할지며 솔직여론을반영시키기위한언론의자유를확보하여 이나라의 민주건설을적극적으로추진시켜이히며 이러한노력만이능히 민심을수습하고 대공투쟁에승리하여 민족의염원이조국의민주통일을성취한수잇슬것이다민주정치의확립과조국의민주통일이것이야말로몽매간에도이즐수업는우리의소원이요우리가꼭완수하여야할우리자신의임무인것이다,1951-07-10,1951,동아일보,0,3
151,미대공책지지,미대공책지지국회한국통일재주장을성명애장관성명감사결의이십삼일국회에서는 정전문제 관하여 지난이십일미국무장관애치슨씨가발표한성명에대하여감사의메ㅅ세！지를발송하는동시에국회는한국주권에한국의통일을재주장한다는다음과가튼성명서를결의발표하엿다 성명서전문대한민국국회는 이미륙월오일 육월입칠일에정전에관한 기본방침을천명하여 대한민국 주권아래한국의통일을 달성할것을주장한바잇다 침략자공산진영은 그간계를버리지안코다시개성에서개최중인 정전회담에서 외국군대의국철퇴를의제에삽입하련대책한다고전하여지는바 이는 이미사이팔이년(일구사팔년)한국독립문제의유엔상정당시에도 소련이이런외교 책략으로 이용하여한 예가잇고또사이팔이년(일구사구년)미군철퇴실시후에는 공산군이도리혀 남침을개시하엿던사실이잇슴에비추어 금반제안은동양의야망의 표현임을재언을요하지안는다미애치슨국무장관은칠월이십일정전회담개시후 최초의중대정책을 성명하여외군철퇴는 동회담에서토의될수업는 정치적문제라하고『효과적인휴전이루워 지더라도진정한평화가견고히 확립되고한국인들이 장차침략의공포심으로부터벗어날수잇다는 보장을엇들때까지 유엔군은한국에주둔하여야한다』고언명하엿다이는사이팔일년(일구사팔년 이래 한국을통일자유민주국가로육성하려는유엔기본책표현인것이며정전여부를막론하고 유엔과한국이곳까지호상제휴하여 민주주의수호에 매진할일대지표를재확인한것이라할것이다 대한민국국회는유엔의이와가튼한국정책을환영하는동시에한국주권에의한한국의통일을재차주장하는바이다,1951-07-24,1951,동아일보,0,3
152,대한민국의주권은국민에잇다,대한민국의주권은국민에잇다,1951-08-15,1951,동아일보,1,1
153,대일구화조약 최종초안전문 (일),대일구화조약최종초안전문(일)전        문(대등주권국간의협력관계、평화조약의체결)연합국밋일본은 양자의관계가금후주권을유하는 대등한것으로써 공통의복지를증진하고또한 국제의평화밋 안전을유지하기위해우호적인 연휴아래협력하는국가간의관계가아니면아니될것을결의하고 따라서량자사이의전쟁상태의존재결과로상금미결중에잇는문제를해결하는 평화조약을체결할것를희망하는고로일본은국련에의가맹을신청하고또한여하한경우에잇서서도국련헌장의 원칙을준수하고세계인권선언의목적을실현하기위해 노력하고국련헌장제오십오조밋제오십륙조에규정되어잇스며 또한이미항복후의 일본의법제에의해조성되기시작한안정밋복리의조건을 일본국내에창조하기위해노력하고겸하여 공사의무역밋통상에잇서서 국제적으로승인된공정한복종한의사를선언하매연합국은 이러한일본의의사를환영하메 연합국밋일본은 이평화조약을체결할것을결정하고 이에응하여하명의 전권위원을임명하엿다 이들전권위원은그전권위임상을제시하고 그것이량호타당함을인정바든후 하기규정에협정하엿다제일장평화제일조(전쟁상태의종결과일본의주권승인)A 일본과각연합국간의전쟁상태는여기에제입삼조로규정지운바에따라이조약이일본과당해연합국간에효력을발생하는날에종료한다B 연합국은일본밋그영수에대한일본국민의완전한주권을승인한다제이장 영역제이조(일본이권리 권원 청구권을 포기하는지역)A 일본은 한국의독립을승인하고 제주도 거문도밋울릉도를포함하는한국에대한 모든권리 권원밋청구권을포기한다B 일본은 태만의팽호제도에대한 모든권리 권원밋청구권을포기한다C 일본은천도열도밋일본이천구백오년구월오일포쓰마스조약의결과로써 주권을획득한화태의일부밋이에근접하는 제도에대한모든권리 권원밋청구권을포기한다D 일본은국제연맹의위임통치제도에관련한 모든권리 권원밋청구권을포기하고 또한이전에일본의위임통치하에잇던태평양의제도에신탁통치제도를펴는 천구백사십칠년사월이일의국제연합안전보장리사회의행동을수락한다E、일본은일본국민의활동에유래하던가 또는타에유래하던가를 불문하고남극지역의 여하한부분에대하는 권리또는권원또는이에관하는이익에관해서도모든청구권을포기한다F、일본은서도제도밋서사군도에대한 모든권리권원밋청구권을포기한다,1951-08-23,1951,동아일보,0,5
154,동란한국정치백서 (사),"동란한국정치백서
(사)
유엔한국위원단의금차총회보고서
 이십사 당시『유엔』행정기관에복무하고있던 북한지방관리와 대표들은본위원국에대하여 북한인민들이 대한민국치하에 들어오고저희망하고있는 견해를진술하였다 본위원단이 협의를행하고저 북한내로드러갈수있기전에『유엔』은 삼팔선이남으로철수하였다
 이십오 당시의북한의지위에관한 본위원단의견해와 통일을위하여 취하고저하고있던조치는 본보고서제일이〇절부터 제일이오절에긍하여 진술되고있다 이절은 북한내에있던『유엔』군사당자의견해와 본위원단자체가 동지구로부터나려온 선난민과더부러 논의한사실에 입각한분위기를 기록한것인데 북한내에있어서의의견은 일반적으로 대한민국에가입하는것을 지지하고있었다 그러나 대한민국의주권을확장하는일은 임의적인행동이아니고 북한인민자체가 참여하는조치가 되어야한다고 생각되었었다 그리고 그다음문제는『유엔』및 기타각국정부에의하여 승인된바에의하면 대한민국의주권은현재까지에는 삼팔이남일대에국한되어있었다는것이다 따라서 효과적이고항구적인통치가 수립되기전에 그주권을 북방으로확장한다는것은 현명지책으로는 생각할수없었다
 본위원단은 작년십일월및십이월의정세가 이견해를 확증하는것으로 생각하고있다
 이십륙 본보고서는『유엔』의 목적이 한국을통일하는데 있는것이며 어떠한 분할이라도 이것을배고히하려논데에는 결코있지않다는것을 상기하면서 본위원단이삼팔이북어떤 지역에대한여서도『유엔』자체에의한 행정의천연은 지지하지않을것이라고 강조하였다 그리고다음두가지의 요소가 대한민국이 지나치게급속하게또는 돌발적으노동지구에대하여 관할권을 확장하여서는 안될필요를만들어노았다
 즉그중일개요소는 각분야에긍한훈련된인재의결핍이오로하나는 군사작전지구에저는 군당국에의하여통치되지않으면 안된다는사정이었다
 이십칠 일구오일년삼월미경까지에는 군사정세는또다시호전하였다 대한민국정부외무차관정환씨는본위원단에대하여 다음과같은견해를 통고하여왔다『대한민국이 또다시종전의 합법적이고 국제적으로 승인된국경 즉 압록강및 두만강으로서 구획되는부분을 포함하는 전폭 인주권다 관할권을갖어야한다는것이 대한민국전국민의 의사이다』
 이십팔 본위원회은 이에대한회답에서 다음과갈이진술하였다
『군사적정세가 상금일구오〇년십월칠일부총결의안제삼칠륙호의 전폭적인리행을 방해하고있는사실은 저윽히유감지사이다그런데 동결의안은『한국전체를 통하여 안정의조건을보장할적절한 모든조치를 취할것』『통일되민주적인 주권국가국을수립하기위하여『유엔』주최하에 선거를실시할것을포함하는모든적합한 행동을 취할것 등을 권고하는것이다 본위원단은 가까운장래에 있어서의 정가이총회결의안에 포함되어있는 제반목적의달성을 가능케할것을 열히희구한다』
(후속)
",1951-10-30,1951,조선일보,0,5
155,서독예자주권을부여,서독예자주권을부여삼외상재무장에도완전합의서독수상〃코ㄴ라드·아데나우어〃씨와 서방삼대국외상들은 이십이일당지에서 회의를개최하고 독립국기및 구주바ㅇ위에 참가하는일맹방으로서의 독일의장래문제를 토의하였다이십일일밤 불란서외무부대변인은 미외무장관〃애치슨〃씨 영국외상『이든』씨및 불란서외상〃슈밍〃씨기 독일문제에대하여 취할삼대국의태도를 결정하는데에 합의를 보았다고발표하였는데 합의의내용에관해서는 언급하기를거부하였다 한편 서독의외상직을 겸임하고있는『아데나우어』수상은미국대사관에서 삼시간에걸친『에치슨』장관과의회담을끝마친후 미소를띠우고 신문기자들에게다음과같이말하였다본래독일인은 국제군  을원하지않는다 그러  나우리는 장차의방위  군내에서 절대동등  이보장되기를요구한다,1951-11-24,1951,동아일보,1,1
156,서독에주권부여,"서독에주권부여
미영불아데나워서독수상회담
미『애치슨』국무장관영『이 든』외상『슈 망』불외상은 이십이일오후불란서외무성에서 서독의『아레나워』수상과 이시간반에 긍하여회담하였다동회담이끝난다음 발표된공식『콤무나케』에의하면 미영불삼개국외상은서독의『아레나워』수상과전번서독의『본』에서행한미영불서독사개국정부의공동초안을 승인하고『본』에서 해결되지못하고남어있든사항을 해결하였다고한다 한편『푸랑크포 트』에서들어온소식통에의하면 이회담에서 는서독에 완전한 주권을부여할것에 의견이일치한것이라고보고있다
",1951-11-24,1951,조선일보,1,2
157,내년초국회상정예정 개헌안삽일부로공고,내년초국회상정예정개헌안삽일부로공고리대통령은 십일월삼습일부로제안한 대통려ㅇ직접선거제및상하양원제창설에관한 헌법개정제의를 동일국회에 회부하는동시에 동일부로이를 공고하였다 헌법제구습팔조규정에의하여본건공고는 삽일이상하게되어있으므로 국회는습이월삽일이후 이를의결할수있으나 연말년시관계로 명년일월초내지중순경에 싱정될것으로보인다제의이유이헌법개정제의의주요한내용은 양원제도와대통령 부통령직접선거제도의 채택에있읍니다일、양원제도의채택양원제도와 단원제도장단에관하여서는 논의 많고 아직의견이일치된바없으나 양원제도가 국회의신중하지못한의결과 과오를 피할수있다는점 다수당의전제를 방지할수있다는점정부와 국회의충돌을 완화할수있다는점 상원에비교 노련하고 원만한인물을 선출할수있다는점등의 장점을가진것에착안하여 미 영 불비이 일등등세게대다수의민주국가는 양원제도를채택하고있읍니다 우리나라헌법은 건국초기에있어서의 특수사정특히산적된국무의 신속한처리를위하여 단원제도를채택하였던것인데 국회가여러난관이 있었음에도 불구하고 지금까지이루운바업적은 심대한바이고  그공적을높이평가하여야할것입니다 그러나 국민의 의향을존도하여 상술한바 양원제도의 장당을 활용함으로써 국회를더욱강화하고 국가백년의대계를확립하기위하여 세계대다수민주우방과 같이이에양원제도를 채택하려는것입니다 일부론자는상원이 특수층의대변자가될염려가 있다하여이를비난하지만 상원역시국민의보통 평등 직접비밀의투표에 의하여선거되는 의원으로써구성하려는것이므로 이러한비난은 전혀성립의여지가없을것입니다이、대통령부통령직접선거제도의채택국민이주권을가지는민주국가에있어서는 모든공무원은주권을가진국민공복이며 언제든지국민에대하여책임을지는것입니다 대통영역시공무원한사람일뿐만 아니라행정부의 수반이며국가를대표하는 사실을가지는것이므로 다른공무원보다일층더 주권자인국민의의사가 그에게직접적으로반영침투되어야할것이며 부통병역시그러하여야할것입니다 이러한견지에서보면 대통령과부통통을 국회에서선거한다든가 국민이간접적으로 선거한다든가하는것은 민주주의의이상에철저하지못할것이므로 이이상에맞도록 대통령과부통령의 직접선거제도를 채택하려는것입니다다음 대통령과부통령을연명으로 동시에선거하게한것은 대통령과부통령이 표리일체가되어야할 양자의긴밀한관계에착안하여 정견과주장을 같이하는대통령과부통령을선출하려는것인데 그세칙은 장차제정될대통령과부통령의선거에관한법들에서 더명백하여질것입니다 끝으로본개정에의하면 부통영역시 국민 직접투표에의하여 선거될것이므로그지의 및권한을 약간강화하었음니다 즉미국과같이 부통령이당연히상원의장이되게하고 또현행법상으로 대통령이궐위가되면 부통령의임기가 당연히종료되는것을개정하여 이경우에는부통령이 그대로대통령이되게 하였는데 이는오로지 부통영역시국민의신망을얻어 공선되었다는 점에착안한것입니다개정제안조문헌법중다음과같이 개정한다제삼십일조에 다음의일항을가한다국회는하원과 상원으로구성한다제삼십이조 양원은국민의보통 평등직접비밀투표에의하여 원으로써 조직한다누구든지 동시에양원의의원이될수없다양원의원의정수와 선거에관한 사항은법률로써정한다제삼십이조 하원의의원의임기는사년으로한다상원의의원의임기는륙년으로하고 이년마다의원의삼분지일을개선한다제삼십오조 임시긴급의필요가있는때에는 대통령·하원의재적의원사분지일이상의 요구에의하여 양원의의장은 공동하여 국회의 임시회의집회를공고한다제삼십륙조 하원은의장일인부의장이인을 선거한다상원은 부통령을의장으로하고 부의장이인을선거한다제삼십칠조 양원으헌법또는 국회법에특별한규정이없는한 그재적의원의과반수의 출석과출석의원의과반수로써 의결을행한다하원의장은 의결에있어서 표결권을 가진다양원의의장은 의결에있어서 가부동수인 경우에결정권을가진다 계속,1951-12-04,1951,동아일보,0,3
158,전시국회의제임무,전시국회의제임무긴박일로에있는 국내외정세하에서 정기국회가금입일에소집된다 팔오년도 부예산안과대통령제의의 상하양원제및대통령직선제개헌안을 비롯하여 제법률안건이산적된가운데 소집되는시국회의임무는중대한것이있다 지난오월삼십일일에소집되었던 제습일회임시국회는전후륙회에걸처서회기를정장하여백습삼차의본회의를개최하고 정부제출법률안사삼건중일삼건의원제출한률안 사구건중일사건은통과시키는한편예산안삼건동의안일오건건의안이삼건결의삼구건등도합백십일건에달하는 안건을통과시켜ㅅ으니 임시토지수득세법 행정소송법기부금지법 즉시생활개선법등을비롯한 긴급법률이제정되었으며 정직협상에관한 임기적제건의및결의가 채택되었고신성모주일대사소환에관한건의와 이순용내무부장관불신임결의등이통과되었다 정기국회는임시국회에서 처리되지못한전기정부제출및 의원제출의 제법률안건을 계승하는외에 신당운동에수건될 원내교섭단체의재편과 각상임위원장개선을행해야하며또한팔오년도예산안과 형법안 그리고문제의개헌안을 의결하는동시 삼개월간의 회기중에 예견되는비상한 국제및 국내사태에 임기응변의 기민성을 발휘해야할 임무를가진다 헌법에 명기된바처럼 주권이국민에게있고 모든국가권력이국민으로부터 발하는이나라의주권자를 대변하여 입법하고 또국정을감사할의무를가친 국회는 그권력의 선용에불계하고 때로 불히위축되면서위만한경향없지않었으니격하는국제정세하에서홀연 민족국가의주권을견지하면 미증유의곤란을타개할려는전체국민의명백한결의를 국정에침루지키ㅁ에 있어서 국회가 보다더과감할것을요청함은 무용의격려일수는없다팔오년도정부예산에있어서 국가공무원에대한기아임금제가개선되어야할것이니 이는관기해이를단속하며 국민도의 퇴폐를광구하는기본요건인때문이요 형법을비롯하여 제전시법률제정에있어서 임제통의 폭위적잔재를일소함은 물론악용으로써 인권을유린할여지를완봉합에 입법기능을발휘합이 기대됨은법을정쟁도구화할려는경향이로견됨에있어서당연한소이라할것이다정기국회 개막을계기로하여 국내정국은 격동이예상되나니 신당운동에 수반하여있을 원내세력포진의변동과 각상임위원장개선에있어서의쟁패전과 이리하여 의결될대통령제의의개헌안중심으로하는 여세력의분기빛 정당정치를주장하고나온 이승만대통령과의제휴로써 이루어질수있는 국회다수당의정권장악이 실현되는여부로써 당연히결과할정부대국회의 새로운대립관계가 그발단이될것이다 오·삼○총선거로써 구성된국회는 한달이못되어서 육·이오동란을당하여 이십칠의원이적에게납치되면서 수의민족과함께류랑하여전후이차국토남단 부산교두보로후퇴하였다처절한전쟁과 민족의수난이 더계속될이때에소집되는국회는 이전쟁목적을완수하는데에 국민의총역량을집결하는 기본사명을견지하면서 국민의수난을감량하고 그올어나오는우국의정열을앙양함에 있어서 군감해야할지니 대소공무들의 독선의 경향을엄계하는한편 스사로전횡에흐지않도록반성한으로써 국난을 타하는중대임무를 완수하도록이에 거듭망하는바이다,1951-12-20,1951,동아일보,0,3
159,영애문제해결난望 명초에독에주권부여,영애문제해결난망명초에독에주권부여애장관회견담습구일미국무장관『애치슨』씨는기자단회견석상에서 중동문제및 독일문제등에관하여마음과같이 언명하였다일、내가구주방문중중동정세에관하여 중동및구주제국의외상과 토의한바있다 현재중동특히『이란』및『에집트』의정세는 극히 중대화하여 과거사、오개월간에합리적으로 사태를해결하려든 기초적노력이상실된형편이다 그러나나는 어데까지든지『에집트』가 중동사령부에관한 제과업에 협력해주리라는히망을 포기하지않을것이다 만약『에집트』가동제안을수락할것같으면점차적으로중대화하여가는 중동정세가완화될것이다일、독일문제에관해서는 명년초독일의대폭적인 주권회복시키기위한협정이 입되고 독일은어느정도의평등한기초에입각하야 서구협회체에로 복귀할것이라고생각한다,1951-12-21,1951,동아일보,1,2
160,인접해양주권선언,인접해양주권선언심도여하불구자원보유보호권행사리대통령은 아국영토인한반도및도서의 인접해양에대한 주권을국제적선례에의거하여십팔일여좌히신언하였다확정한 국제적선례에의거하고 국가의복지와방어를영원히 보장하지않으면안될요구에의하여 대한민국대통령은 다음과같이선언한다일 대한민국정부는 국가의영토인 한반도및도서의해안에 인접한해면의상하에 기지되고 또는장래에발견될모든 자연자원광물및수산물을 국가예가장리롭게보호보존및이용하기위하여 기심도여하를불문하고 인접해면에대한국가의주권을 보존하며 또행사한다이·대한민국정부는국가의영토인한반도및도서의해안에인접한해양의상하및내에존재하는모든 자연자원및재부를 보유보호보존및이용하는데필요한좌와여히한정한연장해양에긍하여 기심도여하를불구하고 인접해양에대한 국가의주권을보지하며또 행사한다 특히어족같은 감소될우려가있는 자원및 재부가한국주민에게손해가되도록 개발되거나또는 국가의손상이되도록 감소혹은고갈되지안게하기위하여 수산업과 어렵업을정부의감독하에둔다삼·대한민국정부는이로써 대한민국정부의 관할권과 지배권에 있는상술한 해양의 상하및내에 존재하는 자연자원및 재부를감독하며 또 보호할 수역을 한정할좌에명시된 경계선을선언하며 또유지한다이경계선은 장래에구명될새로운 발견연구또는 권익의출현에인하여발생하는 신정세에마추어수정할수있음을겸하여선언한다대한민국의 주권과 보호하에있는 수역은 한반도및 기부속도서의 해안과 좌의 제선을연락함으로서 조성되는경계선간의 해양이다 함경북도경흥군우암령고정으로부터북위사이도 일오 동경일삼○도사오분의점에이르는선 북위 사이도일오분 동경 일삼○도사오분의점으로부터북위삼팔도 동경 일삼이도 오○분의점에이르는선 북위삼팔도 동경일삼이도 오십분의점으로부터 북위삼오도동경 일삼○도의점에이르는선 북위삼오도 동경일삼○도의점으로부터북위삼사도사○분 동경 일이구도 일○분의점에이르는선 북삼사도사○분동경 일이구도일○분의점으로무터 북위삼이도 동경 일이칠도에이르는선 북위삼이도 동경일이칠도의점으로부터북위 삼이도 동경일이사도의점에이르는선 북위삼이도 동경일이사도의점으로부터북위삼구도사오분 동경일이사도의점에이르는선 북위삼구도사오분동경일이사도의점으로부터(평안북도룡천군신도열도)마안도서단에이르는선 마안도서단으로부터 북으로한만국경의서단교차되는직선사·인접해양에대한본주권의선언은 공해상의자계항행권을 방해하지않는다,1952-01-20,1952,동아일보,1,6
161,서ㄹ전으로소일 휴전량분위,서전으로소일휴전량분위︹판문점십구일발RP시사︺한국의휴전감시합동소위원회는십팔일도일시간십분에긍하여군용비행장문제를토의하였는데 하등의진전도보이지않었다 즉공산측은 유엔대표에대하여 비행장건설금지에반대하는것은 영토보전과주권유지를위하여필요하다고말하였다이에대하여 유엔측대표는 두개의주권국가간에 체결된협정은쌍방을구속하나 주권을침해하는것으로는되지안는다고말하여결국십칠일과 마찬가지로 의론이반복되었을뿐이고 하등의진전도보이지않었다︹판문도십팔일발INS합동︺의정 제사항목을토의하고있는 분과위원회의양측대표들은 십팔일포로의 강제송환문제와 자발적귀환문제를 조상에놓고 양자의장단점을또다시토의하였다 그러나〃리비〃제독이언명한바에의하면 십팔일회의에서도 하등의진욕이없었다고한다,1952-01-20,1952,동아일보,0,3
162,인접해양주권에대통령선언 국가의복지영원보장,"인접해양주권에대통령선언 국가의복지영원보장 북은동경백도,남은동경일이사도   확정한 국제적선례에의거하고국가의복지와 방어를 영원히보장하지않으면 안될요구에의하여 대한민국 대통령은다음과같이선언한다   대한민국정부는 국가의영토인 한반도및도서의해안에 인접한해붕의징하에기지되고 또는장래에발견될모든 자연자원광물및 수산물을 국가에 가장이롭게 보호보존및이용하기위하여그심도여하를 불문하고인접해붕에대한 국가의주권을보존하며 또행사한다   대한민국정부는 국가의영토인 한반도및도서위해안에 인접한해양의상하및내에 존재하는모든 자연사원및 재부를보유보호보존및이용하는데 필요한 좌와여히한정한연장해안에 긍하여그심도여하를 불구하고인접해양에대한 국가의주권을보지하며 또행사한다 특히어족같은감소될 우려가있는 자원및재부가 한국주민에게손해가되도록 개발되거나또는 국가의손상이되도록감소혹은 고갈되지않게하기위하여 수산업과어렵업을 정부의감독하에둔다   일,대한민국정부는 이로써 대한민국정부의관활권과 지배권에있는 상술한해양의 상하및내에존재하는 자연차원및 재부를감독하며 또보호할수역을한정할 좌에명시된 경계선을 선언하며 또유지한다   이경계선의 장내에구명될 새로운발견연구 또는 권익의출현에인하여발생하는 신정세에마추어 수정할수있음을겸하여 선언한다   대한민국의주권과보호하에있는수역은 한반도및 그부속도서의해안과 좌의제선을연결함으로서 조성되는경계선간의 해양이다   (가)함경북도경흥군우암고정으로부터 북위사이도일오분동경일삼○도사오분의점에이르는선   (나)북위사이도일오분등경일삼○도사오분의점으로부터북위삼팔도동경일삼이도오○분의점에 이르는선   (다)북위삼팔도동경일삼이도 오○분의점으로부터 북위 삼오도 동경일삼○도의점에이르는선   (라)북위삼오도동경일삼○도의점으로부터북위삼사도사○분동경일이구도일○분점에이르는선   (마)북위삼사도사○분동경일이구도일○분의점으로부터 북위삼이도 동경일이칠도의점에이르는선   (바)북위삼이도 동경일이칠도점으로부터북위삼이도 동경일이사도의점에 이르는선   (사)북위삼이도동경일이사도의 점으로부터 북위삼구도사오분동경 일이사도의점에이르는선   (아)북위삼구도사오분동경일이사도의점으로부터(평안북도룡천군신도열도)마안도서단에의르는선   (자)마안도서단으로부터 북으로 한만국경의 서단과 교차되는직선   사,인접해안에대한본주권의선언은공해상의자유항행권을 방해하지않는라 ",1952-01-21,1952,경향신문,1,5
163,파병은주권침략,"파병은주권침략
주미애대사언명
미국주재『에짚드』대사『아부류ㄹ·라힘』씨가입이일당지에서 언명한바에의하면 동국정부는『스에즈』운하지대에파병하는국가는 어느국가를막론하고『에짚트』주권을 침범하는자로 간방한다고한다
 동대사는 입일일국무성에서 약삽오분에질처『애치슨』국무장관과 요담하였는데 그후동대사는『처 칠』씨가 체미중행한미불·사삼개국에대한『스에즈』운하에의 파병요청을가르처『이것은 불난데부채질하는격이며우리는파병하는국가를 우리주권을침범하는자로 간주하겠다』고말하였다
",1952-01-24,1952,조선일보,1,3
164,한국수역주권의포에 일본정부비공식비난,한국수역주권의포에일본정부비공식비난︹동경입사일발A피합동︺일본외무성은입사일 대한민국정부가 수일전한반도주위수역에대한 주권을선언하는포고문을발표한데대하여비공식으로이를비난하였다그리고일본은 한국의선언을론박하는 반대선언을준비중이라고시사하였는데 이와동시에 일본은한국의조치가 해상의국제적자유라는 원칙에위반되는것이며 불원개최될것으로 예상되는 한일어업회담의실규을방해할지도 모른다고암시하였다그런데한국조치가 현재일본해안내의 일본연안어업에직접적인 영향을미치지는 않을것이라고 인정되고있지만 강화조약이 발효한 후에는일본에대하여 유망한어장이상실된다는것을 의미하게될것이다이에관하여 일본외무성궁기정보국장은 다음과같이말하였다대한민국정부는 그해안에서 오십리내지륙십리 까지의 수상급수중자원에대하여 주권을 선언하였다 이것은 공해내의 해산자원을개발하는데 대한 국제적어업협조의기본이념을 무시하는것이다우리는그러한 일방적조치를무시할 입장에있다 한국정부의 성명중에서 언급된선은대일강화조약이 발효한 후패지되리라고생각되는 소위〃맥아더〃선을의미하는것인데 대한민국정부측에서는 최근〃맥아더〃선이 한국수역을 침해로부러 보호하기위하여 계속준수될것을원한다는희망을 표명한바있었다,1952-01-26,1952,동아일보,1,3
165,해양주권선언에 일외무성공식이의제기,해양주권선언에 일외무성공식이의제기   「맥아더」선대신인접해양의 주권을선언한 한국의조치에대하여일본정부는 이십오일공식으로 이의를제기하였다 궁기외무성공보문화국장의 성명서가발표되었는데 한국의주권을선포하고 한국연안에서 오십내지륙십해리의수역에의 외국선의출입을금하는 일월십구일의 이대통령선언은 공해자유의위반이므로승인할수없다고말하였다동선언을이설정한해선은 한국연안에접촉하는일본및북중국해의당해수역내 에서의일본어선의치효범위를「맥아더」선에비하여 다소축소시키는 것이다그리고동선언은외견상 제국전체에대하여 발표되고있는데 일본정부당국은전기수역에직접 이해관계를가지고있는 것은일본뿐이므로 동선언의목적은일본어선의 출어금지에있다는 해석을하고있다궁기는한일어업 회담이박두하고있는차에 동선언이 발표된것은유감시할동선언은 회담성공에역효과를 가저올지모든라고말하였다 ,1952-01-27,1952,경향신문,1,3
