,title_ori,body_ori,publication_date,year,company,title_count,body_count
72,한일회담의 재개에앞서,"한일회담의<br>재개에앞서<br><br> 장기간 조돈상태에있던 한일회담이 사월십오일부터 동경에서 재개키로 되었다. 작년이즈음 동경에서 개최중이던 한일회담은 일본측이종전전에 한국에서 소유하였던 일본인의 재산권을 요구함에서 중단되었던것이며 기후 한국해양주권선문제로 양국간에 감정이좋지못하여 오늘에이르렀던것이다. 그러나 한일량국간의 관계가 영구히 오늘날과 같은 상태를지속할수 없는것은 국제정세에 따르는 객관적조건이 이를 여실히 증명하는것이며 더욱이나 일본은 지난번의 의회해산으로 앞으로 국내정계는불안정상태를유지할것임에 잔명길전정권도대내대외적형태을고려하여 이에미칠국민의인기도계산에넣어서 총선거일인 사월십구일전에 회담을재개하려고 노력하였던 모양이다. 주일한국공사 금용식씨와일오촌외무차관간의 회담에서 종래의문제에 언급함이없이 재개하기로 결정하였다고 발표된것은 지난륙일의일이다. 한국정부대변인도 팔일이사실을발표하고수석대표는금공사이고 이명의대표도 지난구일동경으로출발하였으며 금번회담에서는종래정돈의원인이되었던 재산권문제는 별개로하고 일본에있는 한국인의국적문제 일본과한국의국교문제일본으로부터 한국의선박을반환하는문제 한일우호조약문제등의사개항목이 토의될것이라고 말하였다.<br><br> 이로써 금번재개되는 회담의륜곽은 알수있거니와 이회담이성공되어 한일간에국교가 회복되고 아주반공진영의강화에 국제적성과를 올리게되기를바라는마음에서 다음의 몇가지전제조건을말하려는바이다.<br><br> 금반 회담의 토의에서는 제외되었다 하나 정돈된 원인과정돈사태가 장기화한 연유가제거되어야함은 양국간의 국교에있어서의 전제조건이 될것임에이의해결을 필요로한다. 먼저일본측의 재한일 재산권을 청구한다는것은 단순한억설에불과한것이다. 연합국과 일본간의강화조약 제이조의명문에서 일본은한국에 있어서의 모든청구권과권원을상실한다는 항목을 들지않더라도 국제사회는주권국간의평등한 지위관계를 기저로 하는것이다. 팔·일오전에 한국에서 일인이 소유하였던 재산이라는것은 그구성요소를 분석하여본다면 모든것이 한국와 한인의것을 일인들이 권력으로써자기소유로 등기하였던것에불과한것이다. 국제사회의정리로 따질때 일본이 재산권을 청구하기전에 한국이 배상을 청구하여야 마땅할것이다. 해양주권선이라는 국제관례가인정하는 어족보호선에 불과한것이다. 해양주권선이 존재한다는것은 장래에있어서는 한일량국간의공동리익이되는것이지 일본의리권이침해되는것은 하나도없는것이다.일본측이 국제사회에서공존한다는의욕이있다면 전쟁하는한국배의를노릴것이아니라 얼마든지태평양으로 진출할수 있게되어있는것이다. 이문제를 가지고 일본내에서 여론을 격화시키고있는것은 최근 일본내일부에서대두하고 있는 동조의잔당 극우""팟쇼""분자들의조작인것이다.일본자신이 민주화하기위하여공산당과 똑같이""팟쇼""분자도시급히 일소해야 할것이다.<br><br> 이두가지 문제에 있어서 일본측의 반성과 양심적 판단이있은 연후에는일본자신이 미국의 일본이 아니라 아주의 일본이라는 지리적 입지조건을생각하고 먼저 아주제 반공국가들과 형제적 우애심을 발휘해야할것이다<br><br> 승자 미국에게는아부하고 다소 후진적인 아주제국은 경시하려드는것은 그역 일본독특한도국근성의소치로서 이정신을청산하지않는한 일본은 국제민주사회에참가할수없을것이다. 일본인의우월감이란 과거일제의 침략으로 말미암은 죄악의씨가남아있기 때문인 것이다. 일본의대중,대비관계도 이점에관련되는 것이다. 물론어떤국가와 어떤국가와의 간에서든지 사소한리해의 대립감정의대립은 있는법이지만 이를 초월하는데 외교의힘이 있는것이다. 한일량국간의문제도 종래로 이해관계보다 감정이 앞서기 쉬웠다는점을 지적하고싶다.<br>",1953-04-13,1953,경향신문,0,4
73,한국대표 심사참가요구,한국대표<br>심사참가요구<br>병상포로에자유송환원칙적용<br>변외무장관<br>강경히주장<br><br> 【부산십사일발동양】상병포로교환에대하여십삼일 변외무장관은일반포로교환에적용하는 자유송환원칙에의하여야 할것을강조하고 송환을원치않는 포로의 중립국이관운운하는 문제와 양측교환포로수의 균형을잃은 결정을내린것은 용인할수없는일이라고 지적하면서 한국정부는주권국가로서 교환포로에대한 심사에 당당히참가할것이라고 주장하였다<br><br> 이어 변장관은 공산군상병자오천팔백명중에서 오천백명이 한국인인데 이들은 석방된다면 한국의 시민으로서대우할용의가있는 이상한국정부의 정식대표는이들에 대하여 심사할권리가있는것이라고 말하고 한국정부의 이러한 권리가 무시된다면그것은 곧한국의주권이인정되지 않는다는것과동일한것이라고 논단하여다음과같은 성명을발표하였다<br><br> 일반포로를 교환하는데적용해야할 원칙은상병포로교환에도적용되어야한다 환언하면 송환을반대하는 상병포로는그의사에반하여 송환되□□□□된다 이점에있어서 정부의 정식대표가북한상병포로에관한 심사단에 참가되기를주장하는바이다 또한송환을거부하는 북한포로를다른 중립국으로 전송하여서는 안된다 왜냐하면 자유한국에 살기를원하므로 말미암아그들은해방된 시민의자격을구비하고있으며 이런의미에서 포로아니기때문이다 그들이 중립국가로끌려간다면 우리는주권국가의 시민의자격을상실할것이다 공산포로오천팔백명을 송환하는대상으로 공산측으로부터불과륙백명의 병상포로가오게된다는것은 균형을잃은 것이다<br>,1953-04-15,1953,경향신문,0,3
74,캄보자주권부여,"캄보자주권부여<br>사법·경제·재정면에만국한<br>【파리십일발AP합동】불란서와""캄보쟈""왕국량국은 구일밤""캄보쟈""가 사법,경제및재정적인문제에있어서""완전한주권""을 계속장악할것을 목적으로하는일련의 의정서를 발표함으로써 이주일간의 회담의종막을내리었다<br><br> 불란서측일""큼뮤니케""에 의하면 지난사월이십칠일에 당지에서 개최된동협상은""캄보쟈""왕""노로돔·시야눅크·바│루멘""왕이 불란서정부에 제출한 제안을기초로 토의된것이라고한다<br>",1953-05-13,1953,경향신문,1,2
75,주권 사수대회,주권 사수대회<br>민중자결단서주최<br><br> 【공주】지난입삼일민중자결단(민중자결단)주최로 대한민국 주권사수군민선포대회를 중동(중동)국민학교 교정에서기행하고 우리는우리의 주권을사수하겠다는요지의 결의문을결의한후 시가행진을거행하였다<br>,1953-05-29,1953,경향신문,1,3
76,생존을위하여싸워야겟다 조국은사상미증유의생사관두에직면,"생존을위하여싸워야겟다<br>조국은사상미증유의생사관두에직면<br>주권과자유를수호!<br>우리승인없는여하한국제결정도배격<br>이대통령해사졸업식서중대언명<br>【진해】이대통령은 삼십일해군사관학교제칠기생졸업식에서 대한민국은 국토를 분단하려는여하한 국제적협정도 단호수락할수없음을 재천명하여 지금이야말로 미증유의 국난에 총궐기하여야한다고 강조하였다 이대통령은또한 팔십팔명의 새해군장교들앞에서""극동의평화는 대한민국의육해공군삼군에달려있으며 지금이야말로조국은 용감한국군을요구하고있다""고 눈물먹음은어조로 약이십분간에걸친 간곡한유고가있었다<br><br> 이대통령은 동""유고""에서 대한민국은우리의 결정과주권과자유를 유린하고 침략자의 공산군을 그대로 영토내에 방치하려는계획에 대하여는 민족의 생존과숭고한자유를 수호하기위하여 어떠한결정을발표할것이다<br>고언명하였다 또한 이대통령은 동유고에서대한민국은 지금자유를 수호하기 위하여작난을 하고있는것이아니라고 경고하였다한편 우리는 우리의주권과 강토를 방비하기위해서는 마치벌(봉)이 자기를 방비하는것과같이 침범자를 찌를것이라고말하였다<br>끝으로 이대통령 은판문검 휴전회담에언급하여 저번부터 참가를 거부하였던 최(최덕신)소장을 칭찬하여 국군의 구감(구감)이라고하였으며 그것은 최(최)소장이 명령을 복종하지않은데 대한찬사가아니라 죽는한이 있더라도 국토를 양분하는 안을 찬성 할수 없다는 정신을밝인것이 라고 부언하였다 이대통령에 의하면 당시최(최)소장은 대원수(대원수)인 대통령의 명령을복종치 않았으므로사면하겠다고 이대통령에게 그의결의를 표명하였다고한다<br>해군사관<br>칠기졸업<br><br> 해군사관학교 제칠기생졸업식은 삼십일하오삼시부터 진해에서거행되었다<br><br> 팔십팔명의 해군장교의명예로운 졸업을축하하기위하여 이대통령부처 함부통령을비롯하여 신(신)국방 변(변)외무 서(서)법무장관외에삼군고급장성과""유엔""대표및""브리그스""미극동해군사령관""크라｜크""미제칠함대사령관""올슨""해군봉쇄사령관외 다수의 주한""유엔""군장교가 참석하여 성대하게 이루어진 동졸업식에서이(이)대통령은 육발의 레포가 울리는가운데 졸업생을 사열하였다 한편""브리그스""대사와""크라｜크""제독은 유공한해군장교에게 미동성훈장을수여하였다<br>그리고 학생으로부터일제히 해군소위제복을바꾸어입은 팔십팔명의 졸업생에게 이(이)대통령은 일일히손을 잡아 장래를격려 하고 우등생에게 상품과 상강은친히수여 하였다<br>",1953-06-02,1953,경향신문,0,3
77,극장 예술인들 11일·주권사수대회,"극장 예술인들<br>11일·주권사수대회<br><br> 서울시내 극장예술인들도 전국적 휴전반대에호응하여 십일일아침구서부터 종로 보신각(보신각)앞 광장에서""주권사수서울극장예술인대회""를개최한다<br>",1953-06-11,1953,경향신문,1,2
78,극장예술인들 주권사수대회성황,극장예술인들<br>주권사수대회성황<br><br> 시내극장예술인들은 연달아일어나는휴전반대의봉화에호응하여십일일종로보신각(보신각)앞광장에모여주권사수의 예술인대회를개최 북진통일의기세를올렸다(사진은극장예술인대회광경)<br>,1953-06-12,1953,경향신문,1,2
79,북진통일전취결의표시 조국주권의존엄성단호수호,"북진통일전취결의표시<br>조국주권의존엄성단호수호<br>원헌병총사령관담화<br>반공한인포로석방에대하여<br><br> 헌병총사령관원용덕중장은 국제공법인""제네바""협정총칙<br><br> 제십이조에 의거한것이라는 다음과같은담화를 내외에 널리선언함과아울러 애국동포들의 일치단결을호소하였다<br>공보처발표(삼일삼호)사이팔륙륙월십팔일상오팔시 애국포로석방조치에대한 원 헌병사령관담화<br><br> 본직은 단기사이팔륙년륙월십팔일령시를기하여관하지휘관에게 한인애국포로수용소접수를명령하였다<br><br> 본직은신성한 조국주권의 존엄성의 유지를위하여 차를명하였으며이는국제공법인""제네바""협정총칙 제십이조에의거하는것이다 본직은한국민의 𤍠화같은민족정기에 호응하여 이를감히실천하는 바이다<br><br> 그결과는 UN제국가의 이익에 공헌있을것을 확신하며 선렬의유지를 계승하여 몽매에도 잊지못하는 북진통일을전취하려는 한민족의 자위권의 엄숙한발동임을 내외에 선언하는바이다 세계우방은한민족의 애절한 차행동을정시하여 국제공약의엄정한 이행과 공산침략분쇄에 대한 새로운검토가 있기를 바라마지않는다 이제모든 애국동포에고하노니 포로수용소린근에 소재하는부대,경찰관,애국청년단및 일반 주민들은본직이 지휘하는 헌병의본임무수행에 절대적인협조가 있기를 요망하며 민족존망지추의 간두에서게된 한국민의철석같은 의지를 끝까지한사결행하여 자유수호와 반공평화확립의 세계사에 기업적이기리빛나도록 일멱불란쇄골정신의 결의를더욱 굳게해수기를 바라는 바이다<br>",1953-06-19,1953,경향신문,1,2
80,의연한민족의전렬,"의연한민족의전렬<br>육·이오세돐맞아·또한번북진의결의를표명<br>중앙청식전에백만시민<br><br> 육·이오동란세돌을맞아 서울시에서는 정부와공동주최로 오전십시부터 중앙청광장에서""육·이오북진통일의날""기념식을올렸다 식장에는 정부각료는물론 내외귀빈을 비롯하여 다른 어느때보다 많은군중과 학생사회 정당단체원이참가하여 문자그대로 입추의여지가없었는데""북진통일""""한국의자주권만세""""우리의주권을 무시한휴전협상결사반대""등 임입(임립)한""프라카ｌ트""는 비가내릴듯한 구름이얕게내려덮인 하늘아래 힘차게펄렁거리며분노에불타오르는 회중들의 가슴속을 반영하는듯하였다 식은 서울시경찰국 악대의주악으로 막을열어 국기계양 애국가봉창 순국선렬에대한 묵념으로 시작되었는데 먼저 서울시장 김(금태선)씨로부터""우리는 육·이오세돌을 우리민족국가의 사생이결단될 중대한시국속에 맞이하였다 우리강토를양단하고 적에게 재침의기회를주며 운리주권을무시하고 친공국가군대와 공산주의요원을 입국시키는따위의 휴전안은 수락할수없다 우리의살길은 통일사업을 전취하는데있으며 그길은 이(이)대통령아래 강철같이뭉처 취후한사람까지 싸운는데있다""는요지의식사가있었고 이어 이(이)대통령으로부터""조국의운명을결정할 이중대시기에 온국민은 철석같이 단결하여우리의살길인 북진통일의길로나가자""는 요지의별항과같은 기념훈화가있었다 여어북진통일 서울시투쟁위원회장 강(강창희)씨로부터 별항과같은 결의문낭독이있었다 그리고경기(경기)고녀학생들의륙·이오의 노래제창 우리의맹서제창이있은후 태한민국만세북진만세를절규하는가운데 주악리에식은 정오경끝났다<br><br> (사진은 대회광경과기념사를하는 이대통령)<br>북진통일외치며<br>수십만군중두「코스로시위전개<br><br> 이어 식에참가하였던수십만군중은 두코ｌ스로나누어""북진통일""올외치며 시가행진으로들어갔다<br>",1953-06-26,1953,경향신문,0,3
81,한국의주권을보장하라,"한국의주권을보장하라<br>이대통<br>영언명<br>건설적제안이면수락용의<br>단독북진시도가능<br>한국의결의를미국측도인정<br>【서울팔일발UP동양】이대통령은 UP기자에게「로버-트슨」미국무차관보와의회담은 아직교착상태에있으나그는 한국의 생존을보장할수있는 여하한안이라도 수락할 용의가있다고말하였다 휴전에합의하는조건에대한리대통령→→과「로버—트슨」미국무차관보간의회담은교착상태에함입하고있다 그러나리대통령은 한국의생존을보장할수있는 여하한 안이라도수락할용의가있다고말하고 또 한로버—트슨」씨와의 회담은아직계속중에있다고부언하였다<br><br> 【서울팔일발UP=동양】=""호｜브라이트""기=한국은성공적으로단독전투를 감행할수없을것이나 이를시도할런지도모른다 여사한결론은고위한미량국당국자들과 의수많은대화에서 얻은정보와나자신의개인적인관찰및경험에립각하여나온것이다 다수의한국인들은 단독북진정책이 자살적인것임을 수긍하고 있으나 국가를 공산주의자들이차지하도록하는것보다는 전투를계속하는것이 더좋다고 주장하고있다 한국측에서는 현재의휴전조항은공산주의자들로하여금 한국을지배케만들것라고말하고있다 일부 미당국자들이 말하는바에 의하면 만약한국군에대한 전보급이절단된다면 한국군은삼일내지 일주일밖에 전투를계적할수 없을런지도모른다고하는데일부한국인들은 미국은물질적인 면에서과도한 중점을두고있다고 말하고있다<br>",1953-07-09,1953,경향신문,1,1
82,주권행사관철시민대회 팔월이일시동련서개최,"주권행사관철시민대회<br>팔월이일시동련서개최<br><br> 서울시동(동)연합회에서는휴전조인과 더불어 앞으로 전개될신국면(신국면)에대처하기위하여 오는이일오전십시""주권행사관철 시민총궐기대회""를 중앙청광장에서 개최하기로결정하였다한다<br>",1953-07-31,1953,경향신문,1,2
83,한국주권을존중,"한국주권을존중<br>협정체결후에십억불경제원조<br><br> 팔일상오십시륙분 경무대에서리대통령과 미국무장관""떨레스""씨간에 전문십일개조로 구성된 한미상호방위조약에 역사적인조인을하였다 그리고이와때를같이하여 한미공동""콤뮤니케""를 발표하였는데 동전문은아래와같다<br>한미공동성명<br><br> 우리는오늘상호방위조약에조인하였다 그조약은 공동의위험에대처하는 공동의행동에서 우리의국가들을 단결시킬것을목적으로하는것이며또한한국에서 공산침략의위협을격퇴하기위하여우리를결합시킨 유대를강화하게될것이다<br><br> 우리의량국정부는 이조약을 완전히발효시키는데필요한 헌법상절차를 적극적으로추진시킬것이다<br><br> 이헌법상절차는 미국의경우에있어서는비준에대한 미국상원은금주휴회에들어갔으며 명년일월까지는 다서재개되지않을것이다 그러나 미국상원지도자들은 오늘우리들이취한 행동을실현시킨의견교환을충분히통고받아왔음으로 우리들은이것이 미상원에의한신속한 행동을초래할것을 진심으로희망하는바이다 지금으로부터상호방위조약이 발효할것을기대할수 있는 날까지한국에있는 우리의무장군은 휴전협정에 의거하여 UN군 사령부의 지휘를 받을것이다만일 이기간중에 공산주의자들이 휴전을파기하고 대한민국에 불법적인 공격을가한다면한국군을포함하는 UN군사령부는 보복행동을취할것이며 자동적으로그에대항할것이다 그러한불법적공격은 UN군사령부그자체의 그휘하군대에대한 공격이되며또위협이되기때문이다<br><br> 불법적무장공격에대한그러한 대항은 새로운전쟁이 되지않고 휴전이 중지시킨 적극적교전상태를 공산군이 재개하는 결과가될것이다<br><br> UN군사령부는 그러한 공격에대비하여 항상 만반의준비를 갖출것이다<br><br> 우리의 양국정부는상호방위조약후 미국이우리의 공동과업의 완수에 필요한시설및 군대를 한국에유지할것을선택할지도 모르므로 그러한군대의 지위에관한협정을 조속히강구할것이다<br><br> 한편대한민국은 UN군사령부와 협조할것을계속할것이며 한국내UN군의 지위와 한국시설및로력이 그들에대한효용성은 현재와같이계속될것이다 휴전은정치회의가 삼개월내에즉일구오삼년십월입칠일이전에 개최될것을 예정하고있다 그회의에서미국대표단은 대한민국대표단및 기타UN측으로부터참가하는 대표단들과협조하여 역사적 한국을 자유독립국가로 평화리에 통일할것을 추구할것이다<br><br> 우리들과 우리의보좌관들은 이미완전하고만족할만한 의견교환을하였다 우리는 이것이정치회의에서의 조정된우리의노력에 대한예비적기초를확립하여줄것을희망하고 또한믿는바이나만일정치회의가 구십일동안 개최된후 이러한목적을 달성하려는 모든기도 가 수포에 돌아갔으며 또한 그회의가 공산측대표들에 의하여 주로침투선전또는대한민국을 괴롭히는데리용되고있다는것이 양국정부에게 다같이판명된다면 우리는 그회의에서퇴장함으로서 공동의보조를취할용의가있다그후우리는 미국이등이차세계대전중에 전후의목적으로 설정하였던통일 자유독립한국의 실현에관하여 더욱협의할것이다 통일자유독립한국은 UN에 의하여서도 그목적으로 수락되었으며 또한 계속하여미국외교정책의 주요관심사가 될것이다 우리는 대한민국이 동국의 문제를 처결할수있는 고유의주권을 가지고 있음을 인정한다<br><br> 그러나우리는 정치회의의 합의된 기간중에는 군사적수단에 의하여한국을 통일하려는일방적행동을 취하지 않기로 합의를보았다(양지도자는 전폐된한국재건을위하여 제안된삼개년내지 사개년계화이 한미량국대표들의공동의장제하의 경제면에의하여 시행될것이라는것을 고려하였다)<br><br> ""이계획은 미국회에의하여 지출된다는 조건하에서 대략십억불의자금의지출을예상하고있다 그중이억불은 이미국방저축비중에서 지출되기로인가되었다 우리는대한민국의 육,해,공군의유지및발전을포함하는 문제등에관한예비적견해를교환하였다 우리는 이리하여 양국간에수립된 상호관계가극동에 었어서의 독립과자유의발전에중대한공헌을할것을 확신하는바이다집단안전보장의 원칙에대한확고불동한 신념과 UN헌장에대한 충실한준수의 정신을가지고우리는 통일되고 민주적이며 또한독립적인한국민족의 재건이라는우리의 공동목표의달성을향하여보조를 마추어서전진할것이다 이성명속에포함된이외로는 여사한협의결과로서 약정되거나또는 암시된다른협정이나 협약들은없다""<br>",1953-08-09,1953,경향신문,1,2
84,해양주권선엄존,"해양주권선엄존<br>고위정부당국자언명<br><br> 고위정부 당국자는이십팔일 UN군총사령관""크라｜크""장군이 이십칠일 돌연발표한 한국수역경비령철폐문제에 언급하여비록 한국수역경비령이 철폐되었다고 할지라도 한국정부가종래주장해온 해양주권선언원칙에는 추호도변함이 없는것이라고언명하였다<br><br> 동당국자는 또한리대통령이 주장하는해양보호를위한 주권선언은 국제법적견지에서는 합법적일뿐만아니라 이는국제평화를유지하기 위한""평화선""이될수있는것이라고지적하였다<br>",1953-08-30,1953,경향신문,1,3
85,유엔총회개막,"유엔총회개막<br><br> 십오일부터 의제칠십일안건을가지고 제팔차 정기UN총회가「레이크썩세스」의 UN본부에서 개막되었다. 오늘날 세계의평화와 안전유지를 위하여 집단적조치를 취하는 UN은 현세계에서최고 최대의 기구임은부인할수 없으나 자유공산 양진영의 냉전의 격화는 차차이기구의 권위를 실추시켜 때로국제련맹의 비운을 연상케하는것도 일방의 사실이다. 우리는UN이 국제련맹 보다는 훨씬우월한 기구요 아직도 세계평화의 보장자임을 믿어 의심치않으나 한편으로 북대 동맹과「안저스」이사회등의 지역적방위체를 필요케 하는 현실만을보더라도 세계사의 조류가 상금 국가주권과의 투쟁과정에서답보하고 었음을 부인치 못하겠다.<br><br> 한때의 회총석상에서미국대표「오스탄」씨가 진실로 세계평화를 보장하려면국가주권을제한하여야한다고주장한데대하여소련대표「비신스키」씨는국가주권의제한은 UN의 기본존립정신을무시하는것이라고 반박한것을 생각하면 이는 UN의장차갈길을말한것으로서 흥미있는 연구의대𧰼이다. 칠회총회이후의 일년간을회상하건대 동서량진영의압력에 이겨내지못하여 창립이래의 사무총장「트리코프·리｜」씨가 사직한것을 비롯하여 한국문제등을 가지고 양진영의견해는 정반대로 대립되어 UN의위기감을 증가시킨것만이 뚜렷한사실이다.<br><br> 그러나 안보리사회에서의 거부권람용으로 인한 UN기구의림비상태를 구하기 위하여 제오회총회에서 미영불등륙개국의UN강화결의안이채택된이래 UN의활동은「안보」에서부터거부권없는총회로 그중심이 이전되어 꾸준히 노력한결과는 적지않은 성과를 올렸으며 양진영의알륵은 격심해졌으나 아직미소량국이모두 UN기구내에 머므르려는 열의가 농후하게 나타나고 있고 한편아세아,아랍의 제국은 대립되는량진영에가담하지않고 제삼지역적립장에서중립정책은 강행하려는데 UN의새로운 방향이 발견될는지도모르겠다.<br><br> 이번총회에서인도의「판탯트」여사가 의장으로 등장되는것도이러한 관점에서 주목할만한신사실이다 이러면서도 한국문제와 중공의 가입문제는 새로운위기의 싹이다. 중공의 가입을일년간보류하는데 성공하였다고는하겠으나침략자로 규정한 UN이 중공을 상대하는 것은위신문제에 관한것이며 정치회의문제를 어떻게 해결할것인지?「떨레스」국무장관도 누차언명하였거니와 역시UN의 발달은거부권을 삭제하는등 헌장자체를 민주적으로 수정하는데서부터기할수있다는 것을강조한다.<br>",1953-09-17,1953,경향신문,0,3
86,주권재민은어데로?,"주권재민은어데로?<br>억울한실정허다<br>국무총리,장관실에진정서살도<br><br> 사회의 혼란을 기회로하여 권력혹은 금력을 역용한 나머지 약자의 기본권리와 이권까지도 침범 유린하는 사실이 허다하다고 비난하는것이 요즈음의항간실정인데 이러한실정을 웅변으로 증명하는것으르써민원진정서가 매일같이 각부처장관실에 쇄도하고 있다한다 그중 지난구월한달 동안에 국무총리실에 들어온 진정서만보아도 총건수가 일백사십구건에 말하여 특히귀속 재산문제인 관재(관재)관계진정서가칠십이건의 최귀위를 점유하고있는실정이다 다음은 공무 원비위(비위)관계 진정서가 이십일건 교육구페저반대진정이십오건 공무원감원후 재기용(재기용)진정어칠건 기타가 삼십사건의 순서로 되어있다<br><br> 이진정서의 내용을보면 관재관계로서는환도후 역산(역산)혹은귀속재산 가옥에침입거주하여 권력과 금력으로점령하거나 혹은 사회사업및 고아원 경영이란미명으로 임대인혹은연고자가 환도하지않은틈을이용하여 사용함으로써 분규를일으키고있는 진정서가 압도적다수를 점유하고있다 다음은공무원들의 비행으로서 공금을횡령낭비하였다는 진정이라기보다투서가대부분이며 공무원의수회등을밀고하는종류의 진정서가 관재진정서의다음을차지하고있다고하며또한구월에 들어서서는팔월부터 홍수처럼 밀려들어오던 교육구페지 반대진정서는십오건에 불과하다고한다 이것은 그간각지방에서 진정할대로 진정을다한것을 의미하는것으로 보인다고 하는데공무원감원후에 필연적으로 부수적인 현상으로 나타난진정서 즉억울하게 감원당하였다는진정서로써 재등용하여달라는 진정이라기보다애원이 칠건에달하고있다고한다<br>이외에도 음식점허가관계 소관관청의 변경과제요금대금 인상및 정책에대한 시정및 채택건의등등 잡건이 삼십사건에달하고있어 사회이면의 흑막과실정이밝혀지고 있으며 일부진정인은 진정서를 가지고와서 즉석에서 해결해달라고 강요하여 비서관의 큰 두통거리가되는 실례도많다고 한다<br><br> 총리실에서는이진정서를관계각부처에회부하여조사보고토록하는동시에부정사실의 여부를철저히조사하여 선처하고있다고하는데 진정서가너무많이 밀려들어와서처리에 곤난힌점도있다고한다<br>",1953-10-16,1953,경향신문,1,1
87,한미합경위협정내용판명,한미합경위협정내용판명<br>오사년도에오억불<br>환솔180대일·구매주권인정<br>협정의골자<br>콤뮤니케발표예정<br><br> 전란으로 위축된 한국경제재건을위하여 □십사일하오오시에 국무총리실에서 백국무총리와 한미합경미측대표「우｜드」씨간에 체결하게될「한국경제재건과 재정안정에 관한 한미합동경제위원회협정」은향후기간산업의재건과 사회적 문화적각분야에긍한복흥계획에 일대지표적인역할을 하게되었다고 하는데탐문한바에의하면 원조기한은 오사년도륙월말로 십이개월로 되어있으며 동원자원은 외국원조와 한국자원과합하여 오억불로 추정하고 기중일억오천만불은 이미구매발주를 완료하였다는데 삼분지일은 도착하였으며 삼억오천만불은 잔여칠개월간에 구매발주를 완료할것에 합의를보고 공동성명을발표하게되었다 그리고 협정서의 주요골자를 추려보면 다음과같다<br><br> ▲주문=한미량국은상호간의 주권의 존엄성을 더욱높이 평가하여금후 한국경제재건을위하여 연대책임을 지도록 명백히 규정되고있어 과거 양국간에체결되었던 한미경제조정협정이나 E·C·A협정에비하여 한국주권의존엄성이 가일층 존중된것이 금반협정의 특이한점이라고한다<br><br> ▲미배정자금획득문제=(UNKRA자금일억일천칠백만불중배정액이칠천만불)자금배정에대한총체적인 책임이미국에 부여케되어 미국으로하여금 미배정자금획득을 위하여 UN각회원국에 독촉하도록 되었다고한다<br><br> ▲구매권자주권행사문제=미국의 M·S·A규정에 의거하여 한국의 복흥에 소요되는자재구입에있어서는한국의자주성있는 구매권참획을위하여 한국정부는원조자금을 제이외화 대부형식을취하여 민간으로하여금 구매를담당시키는 방책과 또한 정부에서구매관을 각국에파견하여 해외공관을통한 구매방식이 확정되었다고한다<br><br> ▲대충자금운영문제=정부에서는 적립계정과수금계정을창설하고생산재가도입되며는민간에단일환솔(일팔○대일)로불하하여 동불화들 적립금계정에 입금시키는동시에 민간은동생산재판매대금인 원화를정부에납부하여 이를수금계정에 전입하기로되어대충자금의 독자적인운영방침이 책정되었다<br><br> ▲□솔문제=시간적으로보장된지속성있는항구적인단일환솔을책정하기로원칙적인합의를보았다는증거로서는 오억불이라는방대한금액이대한원조자금으로확립되었다는것을 열거할수있다 전기와같이 동소식통은전한다음 정부보유불자주적사용문제에언급하여정부에서획득한외화는 복흥사업에동원될것이므로동자금에대한간섭은 존재할수없다는 것을강조하였다<br><br> 한편 동협정문에대한량측대표의 조인시간을수시간앞둔 십사일 관변소식통이 전하는바에의하면 동협정문에대한조인이 끝나면 직시량측대표의 공동「콤뮤니케」와 재무장관과 기획처장의 공동담화가발표됨과동시에 화부와뉴육을 비롯한 미국중요도시에서도 동협정체결에관한 공동「콤뮤니케｜」가 발표케되였다고한다<br>,1953-12-15,1953,경향신문,0,4
